# 1000
0.000000000000000000e+00 2.672911821202765081e-18 2.248837924404286691e-14
1.501501501501501488e-02 2.671188625755802755e-18 2.407068197196537489e-14
3.003003003003002977e-02 2.669462119947685762e-18 2.576434333232353721e-14
4.504504504504504292e-02 2.667732311669944017e-18 2.757720238720030551e-14
6.006006006006005954e-02 2.665970414402215091e-18 2.943446172745780771e-14
7.507507507507507616e-02 2.664194807473130615e-18 3.138382378510693773e-14
9.009009009009008584e-02 2.662416269094891612e-18 3.346231777250171872e-14
1.051051051051051094e-01 2.660648867633954044e-18 3.563837677629509156e-14
1.201201201201201191e-01 2.658911792742820582e-18 3.785647282373163699e-14
1.351351351351351426e-01 2.657172476835948417e-18 4.021265102293928211e-14
1.501501501501501523e-01 2.655430922919745390e-18 4.271550928055756127e-14
1.651651651651651620e-01 2.653770120998005623e-18 4.526488620001286641e-14
1.801801801801801717e-01 2.652143307916371157e-18 4.791618154393242946e-14
1.951951951951951814e-01 2.650514431341472744e-18 5.072280257510103583e-14
2.102102102102102188e-01 2.648883493151285828e-18 5.369385094517239098e-14
2.252252252252252285e-01 2.647343754132675482e-18 5.665851318805623367e-14
2.402402402402402382e-01 2.645810251045191218e-18 5.977053761076436518e-14
2.552552552552552756e-01 2.644274969984471309e-18 6.305352354706561892e-14
2.702702702702702853e-01 2.642737911776596027e-18 6.651686464473605566e-14
2.852852852852852950e-01 2.641348002220878433e-18 6.995359010197085380e-14
3.003003003003003046e-01 2.639962985190806064e-18 7.355794332023695064e-14
3.153153153153153143e-01 2.638576344988126345e-18 7.734804322544864522e-14
3.303303303303303240e-01 2.637188082070143254e-18 8.133346383224410908e-14
3.453453453453453337e-01 2.635942215822500894e-18 8.530706961826978077e-14
3.603603603603603434e-01 2.634730475220595207e-18 8.941876035870178884e-14
3.753753753753753530e-01 2.633517380119772063e-18 9.372865779373999470e-14
3.903903903903903627e-01 2.632302930458607393e-18 9.824631803071197508e-14
4.054054054054054279e-01 2.631178868793597557e-18 1.028463704185618296e-13
4.204204204204204376e-01 2.630170381926642957e-18 1.074816664652038879e-13
4.354354354354354473e-01 2.629160718295840975e-18 1.123259060784179534e-13
4.504504504504504570e-01 2.628149877675283109e-18 1.173885091422697412e-13
4.654654654654654666e-01 2.627137859843725847e-18 1.226793202867589761e-13
4.804804804804804763e-01 2.626318690281694638e-18 1.278822895608859520e-13
4.954954954954954860e-01 2.625528882017877610e-18 1.332527088886976064e-13
5.105105105105105512e-01 2.624738032600611678e-18 1.388486861381112741e-13
5.255255255255255609e-01 2.623946141481773327e-18 1.446796959264102329e-13
5.405405405405405705e-01 2.623161104068067706e-18 1.507290293529648405e-13
5.555555555555555802e-01 2.622493304459834127e-18 1.566175055152143536e-13
5.705705705705705899e-01 2.621824694435861494e-18 1.627360556382452510e-13
5.855855855855855996e-01 2.621155273676121494e-18 1.690936703869006277e-13
6.006006006006006093e-01 2.620485041862254826e-18 1.756996918061944739e-13
6.156156156156156189e-01 2.619820413922893555e-18 1.825497499236572442e-13
6.306306306306306286e-01 2.619380405432306080e-18 1.891538506703990973e-13
6.456456456456456383e-01 2.618939743925570957e-18 1.959968948920742940e-13
6.606606606606606480e-01 2.618498428962384010e-18 2.030875288135363852e-13
6.756756756756756577e-01 2.618056460103060824e-18 2.104347115618276801e-13
6.906906906906906674e-01 2.617613836908571031e-18 2.180477264912890491e-13
7.057057057057056770e-01 2.617230594768150440e-18 2.254699502032477973e-13
7.207207207207206867e-01 2.616867152480305884e-18 2.329811887518420949e-13
7.357357357357356964e-01 2.616503107512909049e-18 2.407426865372021350e-13
7.507507507507507061e-01 2.616138459414831260e-18 2.487627827742863996e-13
7.657657657657657158e-01 2.615773207735166096e-18 2.570500945966321846e-13
7.807807807807807254e-01 2.615446681774569071e-18 2.654729516797066219e-13
7.957957957957957351e-01 2.615278418909152602e-18 2.735864822702367489e-13
8.108108108108108558e-01 2.615109688862237061e-18 2.819480147173667234e-13
8.258258258258258655e-01 2.614940491242754668e-18 2.905651305329109063e-13
8.408408408408408752e-01 2.614770825659709675e-18 2.994456430284196766e-13
8.558558558558558849e-01 2.614600691722152553e-18 3.085976044032230533e-13
8.708708708708708945e-01 2.614431041459602548e-18 3.176970494961534673e-13
8.858858858858859042e-01 2.614262450930812749e-18 3.265176465801246124e-13
9.009009009009009139e-01 2.614093395638668745e-18 3.355831706067049626e-13
9.159159159159159236e-01 2.613923875327437084e-18 3.449004234614012653e-13
9.309309309309309333e-01 2.613753889741647781e-18 3.544763959491762417e-13
9.459459459459459429e-01 2.613583438626085459e-18 3.643182730422667718e-13
9.609609609609609526e-01 2.613452069613794340e-18 3.741460573856102535e-13
9.759759759759759623e-01 2.613420083062252512e-18 3.834951180210713605e-13
9.909909909909909720e-01 2.613387685269453456e-18 3.930778238634542764e-13
1.006006006006006093e+00 2.613354876046699950e-18 4.029000148472335222e-13
1.021021021021021102e+00 2.613321655205523185e-18 4.129676768963102185e-13
1.036036036036036112e+00 2.613288022557658502e-18 4.232869455740494816e-13
1.051051051051051122e+00 2.613253977915058487e-18 4.338641098245920807e-13
1.066066066066066131e+00 2.613182477831831204e-18 4.436531968980977569e-13
1.081081081081081141e+00 2.613104935223577558e-18 4.535028830603618477e-13
1.096096096096096151e+00 2.613026868084318425e-18 4.635712814390925038e-13
1.111111111111111160e+00 2.612948276265893939e-18 4.738632493480593171e-13
1.126126126126126170e+00 2.612869159620346072e-18 4.843837519938254107e-13
1.141141141141141180e+00 2.612789517999914399e-18 4.951378648727144005e-13
